kglID,gameID,Title,Year,Publisher,Main_Genre
10306,172698,Taikou Risshiden V,2009,Tecmo Koei,Strategy
10307,19894,Train Simulator 2016,2015,Unknown,Simulation
10308,NA,Corpse Party: Blood Covered - Repeated Fear,2015,5pb,Adventure
10309,66321,Suzumiya Haruhi no Tsuisou,2011,Namco Bandai Games,Adventure
10310,21220,Zoo Hospital,2007,Eidos Interactive,Simulation
10311,NA,Greg Hastings' Tournament Paintball Max'd,2006,Activision,Shooter
10312,NA,The Idolm@ster: Must Songs - Red Board / Blue Board,2015,Namco Bandai Games,Misc
10313,NA,Jikkyou World Soccer 2002,2002,Konami Digital Entertainment,Sports
10314,138351,Tenshou Gakuen Gekkouroku,2006,Asmik Ace Entertainment,Adventure
10315,NA,Aquanaut's Holiday: Kakusareta Kiroku,2008,Sony Computer Entertainment,Adventure
10316,NA,Real Soccer 2008,2007,Ubisoft,Sports
10317,21298,Little Red Riding Hood's Zombie BBQ,2008,Destineer,Shooter
10318,NA,Texas Hold 'Em Poker DS,2005,Majesco Entertainment,Misc
10319,1014,APB Reloaded,2011,Iceberg Interactive,Role-Playing
10320,840,Railroad Tycoon 3,2003,Gathering of Developers,Strategy
10321,3809,Big Mutha Truckers,2005,Zoo Digital Publishing,Racing
10322,42750,DT Carnage,2009,Agetec,Racing
10323,NA,Teenage Zombies: Invasion of the Alien Brain Thingys,2008,Ignition Entertainment,Adventure
10324,21008,Ragnarok Odyssey,2014,GungHo,Role-Playing
10325,21535,Rugby 08,2007,Electronic Arts,Sports
10326,124019,GoPets: Vacation Island,2008,Konami Digital Entertainment,Simulation
10327,NA,Pia Carrot e Youkoso!! 2.5,2008,NEC Interchannel,Adventure
10328,22284,Cy Girls,2004,Konami Digital Entertainment,Action
10329,1863,The Sum of All Fears,2002,Ubisoft,Shooter
10330,NA,Da Capo I & II Plus Situation Portable,2010,Kadokawa Shoten,Adventure
10331,1184,World of Tanks,NA,N/A,Shooter
10332,NA,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,2010,D3Publisher,Misc
10333,20672,Bubble Bobble Double Shot,2007,Rising Star Games,Puzzle
10334,NA,Monster Hunter Frontier Online: Season 9.0,2010,Capcom,Role-Playing
10335,20977,C.O.R.E.,2009,Graffiti,Shooter
10336,6416,Garfield: The Search for Pooky,2003,Game Factory,Platform
10337,176663,Galaxy Fight,1994,Sunsoft,Fighting
10338,21051,Chaos Wars,2006,Idea Factory,Strategy
10339,19619,Steambot Chronicles,2005,505 Games,Role-Playing
10340,NA,Toki no Kizuna: Sekigahara Kitan,2012,Idea Factory,Action
10341,21840,Mr. Driller,1999,Namco Bandai Games,Puzzle
10342,21588,Norn9: Norn + Nonette,2013,Idea Factory,Adventure
10343,80615,Super Hero Generation,2014,Namco Bandai Games,Role-Playing
10344,130426,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,2007,D3Publisher,Adventure
10345,NA,Gumby vs. the Astrobots,2005,Namco Bandai Games,Action
10346,6250,Trine 2,2011,Focus Home Interactive,Platform
10347,NA,Doraemon: Shin Nobita no Nihon Tanjou,2016,FuRyu,Misc
10348,NA,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,2008,D3Publisher,Misc
10349,9333,Worms: Ultimate Mayhem,2011,Unknown,Strategy
10350,43953,Chaos;Head Noah,2009,5pb,Adventure
10351,NA,Tears to Tiara Anecdotes: The Secret of Avalon,2009,Aqua Plus,Strategy
10352,20881,Legasista,2012,Nippon Ichi Software,Role-Playing
10353,21232,Fatal Fury: Battle Archives Volume 1,2006,Ignition Entertainment,Fighting
10354,3230,The Night of the Rabbit,2013,Daedalic Entertainment,Adventure
10355,NA,Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,2009,Tecmo Koei,Adventure
10356,16997,Rhapsody: A Musical Adventure,1998,Nippon Ichi Software,Role-Playing
10357,NA,Music Maker: Rockstar,2009,Magix,Misc
10358,42880,Fading Shadows,2008,Ivolgamus,Puzzle
10359,NA,Formula 1 06,2006,Sony Computer Entertainment,Racing
10360,6236,Without Warning,2005,Capcom,Shooter
10361,92353,"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",2008,GungHo,Misc
10362,2743,Smashing Drive,2002,Namco Bandai Games,Racing
10363,8221,Age of Mythology: The Titans,2003,Microsoft Game Studios,Strategy
10364,39447,Fighting Vipers 2,2000,Sega,Fighting
10365,NA,12-Sai. Koisuru Diary,2016,Happinet,Adventure
10366,10075,Castlevania: Lords of Shadow - Reverie,2011,Konami Digital Entertainment,Action
10367,2824,Napoleon Dynamite: The Game,2007,Crave Entertainment,Puzzle
10368,NA,Beatdown: Fists of Vengeance,2005,Capcom,Action
10369,6988,Enchanted Arms,2007,Ubisoft,Role-Playing
10370,49390,Monster Force,2002,Universal Interactive,Shooter
10371,942,World of Goo,2008,2D Boy,Puzzle
10372,NA,Onsei Kanjou Sokuteiki: Kokoro Scan,2007,Sega,Misc
10373,202591,Clock Zero: Shuuen no Ichibyou Portable,2011,Idea Factory,Adventure
10374,NA,San Goku Shi DS 3,2010,Tecmo Koei,Strategy
10375,NA,Trick x Logic: Season 2,2010,Sony Computer Entertainment,Adventure
10376,NA,Challenge Me: Word Puzzles,2011,O-Games,Puzzle
10377,NA,Hakuouki: Zuisouroku,2009,Idea Factory,Adventure
10378,941,World in Conflict,2007,Vivendi Games,Strategy
10379,6238,World Championship Pool 2004,2003,Jaleco,Sports
10380,NA,Derby Tsuku 5: Derby Uma o Tsukurou!,2006,Sega,Sports
10381,4840,S.T.A.L.K.E.R.: Clear Sky,2008,Deep Silver,Shooter
10382,44720,SD Gundam Force: Showdown!,2004,Namco Bandai Games,Shooter
10383,11743,Ray Gigant,2015,Namco Bandai Games,Role-Playing
10384,NA,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,2006,Konami Digital Entertainment,Adventure
10385,43385,Flow: Urban Dance Uprising,2005,Ubisoft,Misc
10386,NA,Ailu de Puzzle,2012,Capcom,Action
10387,23017,World in Conflict: Complete Edition,2009,Ubisoft,Strategy
10388,9131,True Pinball,1996,Ocean,Misc
10389,20549,Jane's Hotel,2010,Unknown,Simulation
10390,49384,Stadium Games,2003,Ignition Entertainment,Sports
10391,NA,RLH: Run Like Hell,2003,Avalon Interactive,Shooter
10392,78335,Power Play Pool,2006,System 3 Arcade Software,Sports
10393,NA,J-League Pro Striker 2,1994,Sega,Sports
10394,NA,Obscure,2004,MC2 Entertainment,Adventure
10395,6332,Caesar III,1998,Vivendi Games,Strategy
10396,NA,Super Robot Taisen: Scramble Commander the 2nd,2007,Banpresto,Strategy
10397,80797,Mahjong Taikai,2004,Tecmo Koei,Misc
10398,NA,Espgaluda II Black Label,2010,Cave,Shooter
10399,6437,Hot Potato!,2001,BAM! Entertainment,Action
10400,221321,Kiniro no Corda 2 f,2009,Tecmo Koei,Role-Playing
10401,91396,Swords,NA,Unknown,Fighting
10402,26730,Deception III: Dark Delusion,1999,Tecmo Koei,Role-Playing
10403,NA,Gothic Universe,2007,JoWood Productions,Role-Playing
10404,122512,Ultimate Game Room,2009,Majesco Entertainment,Misc
10405,48287,Nobunaga's Ambition II,2015,Tecmo Koei,Strategy
10406,2125,DarkStar One,2006,Ubisoft,Simulation
10407,NA,Half-Minute Hero 2,NA,Rising Star Games,Role-Playing
10408,9764,Clockwork Empires,NA,Unknown,Strategy
10409,42890,Monster Kingdom: Jewel Summoner,2006,Sony Computer Entertainment,Role-Playing
10410,50941,Cook Wars,2009,Ubisoft,Misc
10411,36752,Kuroshitsuji: Phantom & Ghost,2009,Square Enix,Action
10412,NA,Petz: Catz Playground,2010,Ubisoft,Simulation
10413,21274,Pirates: Duels on the High Seas,2008,Oxygen Interactive,Action
10414,NA,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,2010,ChunSoft,Role-Playing
10415,10870,Sins of a Solar Empire: Trinity,2010,Kalypso Media,Strategy
10416,NA,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,2010,Yeti,Adventure
10417,NA,Mahjong 300,2011,Avanquest,Puzzle
10418,22241,Sega Arcade Gallery,2003,THQ,Misc
10419,4777,Crazy Machines,2008,DTP Entertainment,Puzzle
10420,NA,Astrology DS,2009,Deep Silver,Misc
10421,21253,"My World, My Way",2008,Global A Entertainment,Role-Playing
10422,832,Planescape: Torment,1998,Interplay,Role-Playing
10423,NA,Tao Adventure: Curse Demon,2005,Konami Digital Entertainment,Role-Playing
10424,20070,Aegis of Earth: Protonovus Assault,2016,PQube,Action
10425,NA,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,2007,Zoo Digital Publishing,Racing
10426,15058,A Game of Thrones: Genesis,2011,Focus Home Interactive,Strategy
10427,15004,Hotel Giant 2,2008,JoWood Productions,Strategy
10428,18270,NHRA Drag Racing: Countdown to the Championship,2007,THQ,Racing
10429,5750,Black Stone: Magic & Steel,2003,THQ,Role-Playing
10430,8223,Assassin's Creed Chronicles: China,2015,Ubisoft,Action
10431,146658,Harukanaru Toki no Naka de: Maihitoyo,2006,Tecmo Koei,Adventure
10432,20755,Painkiller: Hell Wars,2006,DreamCatcher Interactive,Shooter
10433,NA,Housekeeping,NA,N/A,Action
10434,NA,FunkMaster Flex's Digital Hitz Factory,2003,Jester Interactive,Misc
10435,136637,Sangoku Koi Senki: Otome no Heihou!,2012,Prototype,Adventure
10436,NA,Batman: A Telltale Game Series,2016,Telltale Games,Adventure
10437,NA,Castlevania Bloodlines,1994,Konami Digital Entertainment,Platform
10438,NA,Hakuouki: Zuisouroku DS,2011,Idea Factory,Adventure
10439,5641,Might & Magic X: Legacy,2014,Ubisoft,Role-Playing
10440,25100,Luminous Arc 3,2009,Marvelous Interactive,Role-Playing
10441,4989,Major League Baseball 2K8,NA,Unknown,Sports
10442,5120,Rebel Raiders: Operation Nighthawk,2006,Kando Games,Simulation
10443,NA,Turbo: Super Stunt Squad,2013,D3Publisher,Sports
10444,198171,Zenkoku Dekotora Matsuri,2008,Jaleco,Racing
10445,49166,Alienators: Evolution Continues,2001,Activision,Action
10446,NA,Onechanbara Z Kagura,2013,D3Publisher,Action
10447,NA,Marines: Modern Urban Combat,2010,O-Games,Shooter
10448,NA,DoraMoji: Nobita no Kanji Daisakusen,2015,Shogakukan,Misc
10449,NA,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,2010,Unknown,Misc
10450,15078,Supreme Ruler: Cold War,2011,Paradox Interactive,Strategy
10451,NA,Travel Coach: Europe 1,2008,HMH Interactive,Misc
10452,NA,MX World Tour Featuring Jamie Little,2005,Crave Entertainment,Racing
10453,NA,The Idolmaster: Gravure For You! Vol. 4,2012,Namco Bandai Games,Misc
10454,NA,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,2009,Marvelous Interactive,Role-Playing
10455,3789,Asterix & Obelix: Kick Buttix,2004,Atari,Action
10456,51624,Radiant Silvergun,1998,ESP,Shooter
10457,38471,Bounty Hounds,2006,Namco Bandai Games,Action
10458,NA,Care Bears - Care Quest,2005,Game Factory,Action
10459,3233,Apache: Air Assault,2010,Just Flight,Simulation
10460,NA,Cooking Mama: My Sweets Shop,2014,Office Create,Simulation
10461,NA,Championship Manager Season 01/02,2001,Eidos Interactive,Sports
10462,NA,Even in a Game Listen to Me Girls. I Am Your Father!,2012,Namco Bandai Games,Action
10463,91923,Tokyo Majin Gakuen: Kenfuuchou,2008,Marvelous Interactive,Adventure
10464,49530,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,2002,Hudson Soft,Action
10465,65146,Zatch Bell! Electric Arena,2003,Banpresto,Fighting
10466,22532,Boulder Dash: Rocks!,2007,10TACLE Studios,Puzzle
10467,3273,The Void,2008,Mamba Games,Adventure
10468,NA,Daito Giken Premium Pachi-Slot Collection: Yoshimune,2006,Daito,Misc
10469,50947,Maximum Racing: Drag & Stock Racer,2010,Nordic Games,Racing
10470,49401,Sky Dancers,2005,Crave Entertainment,Action
10471,49182,Silent Scope,2002,Konami Digital Entertainment,Shooter
10472,20065,Resident Evil 4 HD,2016,Capcom,Shooter
10473,122904,Clever Kids: Pirates,2008,Midas Interactive Entertainment,Misc
10474,26075,Yggdra Union: We'll Never Fight Alone,2006,Sting,Role-Playing
10475,80876,Tour de France 2014,2014,Focus Home Interactive,Sports
10476,NA,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,2012,Fields,Misc
10477,153539,The Legend of Heroes: Trails in the Sky SC Evolution,2015,Kadokawa Games,Role-Playing
10478,7478,Wangan Midnight,2007,Genki,Racing
10479,5825,ESPN NBA 2Night 2002,2002,Konami Digital Entertainment,Sports
10480,61390,Kekkaishi: Kokubourou no Kage,2007,Namco Bandai Games,Action
10481,44945,Trap Gunner: Countdown to Oblivion,1998,Konami Digital Entertainment,Strategy
10482,NA,Mame Goma: Shiro to Kuro no Meikyuu,2012,Nippon Ichi Software,Action
10483,62114,Clash of Elementalists,2013,Unknown,Action
10484,NA,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,2006,D3Publisher,Adventure
10485,NA,Harukanaru Toki no Naka de Yumenoukihashi Special,2009,Tecmo Koei,Adventure
10486,18797,Rise of Nations: Rise of Legends,2006,Microsoft Game Studios,Strategy
10487,23057,Sabre Wulf,NA,THQ,Platform
10488,NA,Tsuyo Kiss: Mighty Heart,2006,Princess Soft,Adventure
10489,334,Zoo Tycoon,2001,Microsoft Game Studios,Strategy
10490,198090,Gacharoku,2002,Sony Computer Entertainment,Misc
10491,NA,Cake Mania: Baker's Challenge,2008,Destineer,Puzzle
10492,23012,MotoGP,2006,Sony Computer Entertainment,Racing
10493,24323,Zoo Vet: Endangered Animals,2008,505 Games,Simulation
10494,NA,Deer Drive: Legends,2012,Maximum Family Games,Action
10495,11751,Criminal Girls 2,2015,Nippon Ichi Software,Role-Playing
10496,37321,SD Gundam G Generation: Gather Beat 2,2001,Namco Bandai Games,Strategy
10497,80340,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,2011,Hudson Soft,Role-Playing
10498,61941,Diabolik Lovers: Dark Fate,2015,Idea Factory,Action
10499,5741,Battle Engine Aquila,2003,Atari,Shooter
10500,23001,Astonishia Story,2006,Ubisoft,Role-Playing
10501,NA,Special Forces: Nemesis Strike,2005,Hip Interactive,Shooter
10502,72838,Women's Volleyball Championship,2007,Spike,Sports
10503,209853,Junior Island Adventure,2011,Unknown,Puzzle
10504,NA,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,2007,Konami Digital Entertainment,Sports
10505,62353,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,2007,Tecmo Koei,Misc
10506,53564,Sacra Terra: Angelic Night,2011,Avanquest,Puzzle
10507,43678,Battle Assault 3 featuring Gundam Seed,2004,Namco Bandai Games,Action
10508,22300,Crimson Tears,2004,Capcom,Role-Playing
10509,NA,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,2008,Konami Digital Entertainment,Simulation
10510,45202,Batman Forever: The Arcade Game,1996,Acclaim Entertainment,Action
10511,14509,Romance of the Three Kingdoms,2013,Tecmo Koei,Strategy
10512,18340,Electroplankton,2005,Nintendo,Misc
10513,95007,Cabela's Outdoor Adventures,2005,Activision,Sports
10514,NA,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,2011,Nippon Ichi Software,Strategy
10515,NA,Mashiro Iro Symphony: *mutsu-no-hana,2011,Comfort,Adventure
10516,49716,Monster Guardians,2001,Konami Digital Entertainment,Role-Playing
10517,NA,Sunday vs Magazine Shuuketsu! Choujou Daikessen,2009,Konami Digital Entertainment,Fighting
10518,6305,An American Tail: Fievel's Gold Rush,2002,Conspiracy Entertainment,Platform
10519,24198,Dead or Alive Xtreme 3: Venus,2016,Tecmo Koei,Sports
10520,NA,Diabolik Lovers: More Blood,2013,Idea Factory,Adventure
10521,196741,Magna Carta Portable,2006,Banpresto,Role-Playing
10522,47909,Crazy Chicken: Star Karts,2008,Phenomedia,Racing
10523,61419,Detective Conan: Phantom Rhapsody,2014,Namco Bandai Games,Action
10524,21052,Super Dodgeball Brawlers,2008,Arc System Works,Sports
10525,NA,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,2007,Nippon Ichi Software,Role-Playing
10526,NA,M&Ms Shell Shocked,2001,Berkeley,Action
10527,19363,RACE On,2009,bitComposer Games,Racing
10528,NA,K-On! After School Live!! HD Ver.,2012,Sega,Action
10529,43613,Metal Gear Solid: The Essential Collection,2007,Konami Digital Entertainment,Adventure
10530,45471,3D Baseball,1996,BMG Interactive Entertainment,Sports
10531,97616,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,2007,Hackberry,Misc
10532,NA,First Queen: Ornic Senki,1994,Culture Brain,Role-Playing
10533,92118,Dream C Club Zero,2011,D3Publisher,Simulation
10534,NA,Shining Stars,2008,"Destination Software, Inc",Action
10535,38513,Tail Concerto,1998,Namco Bandai Games,Adventure
10536,1863,The Sum of All Fears,2003,Ubisoft,Shooter
10537,197941,James Pond: Codename Robocod,2005,Play It,Platform
10538,NA,Yumi's Odd Odyssey,2013,Agatsuma Entertainment,Platform
10539,123475,Night Head: The Labyrinth,1995,Fuji,Adventure
10540,11565,JoJo's Bizarre Adventure: Eyes of Heaven,2015,Namco Bandai Games,Fighting
10541,NA,Angler's Club: Ultimate Bass Fishing 3D,2011,D3Publisher,Sports
10542,NA,Utawarerumono Portable,2009,Aqua Plus,Role-Playing
10543,NA,Gaia Saver Hero Saidai no Sakusen,1994,Banpresto,Role-Playing
10544,NA,EverBlue 2,2002,Capcom,Adventure
10545,70599,Emma at the Farm,2008,Aspyr,Adventure
10546,19806,NASCAR Heat Evolution,2016,Dusenberry Martin Racing,Racing
10547,NA,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,2009,Alchemist,Adventure
10548,13129,The Sims 2: Glamour Life Stuff,2006,Electronic Arts,Simulation
10549,51135,Safari Adventures: Africa,2007,Neko Entertainment,Adventure
10550,NA,Yumeiro Patissiere: My Sweets Cooking,2010,Konami Digital Entertainment,Simulation
10551,NA,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,2006,Daito,Misc
10552,NA,Clannad,2011,Prototype,Adventure
10553,50950,Maximum Racing: GP Classic Racing,2010,Nordic Games,Racing
10554,17623,Rugby League Live 3,2015,Tru Blu Entertainment,Action
10555,8338,PowerSlave,1996,BMG Interactive Entertainment,Shooter
10556,3321,Project Gotham Racing 2,2003,Microsoft Game Studios,Action
10557,60930,Ukiyo no Shishi,2015,Namco Bandai Games,Action
10558,2132,The Binding of Isaac,2012,Unknown,Action
10559,6352,CT Special Forces,2002,LSP Games,Action
10560,NA,FIFA World Cup: Germany 2006,2006,Electronic Arts,Sports
10561,4774,Jewel Master: Cradle of Rome,2008,Rondomedia,Puzzle
10562,10549,Midnight Mysteries: The Edgar Allan Poe Conspiracy,2009,GSP,Adventure
10563,94119,Beastly,2011,Unknown,Misc
10564,NA,Crash Time: Autobahn Pusuit,2008,RTL,Racing
10565,3481,Earthworm Jim 2,2002,Vivendi Games,Platform
10566,NA,Garfield: A Tale of Two Kitties,2006,Game Factory,Platform
10567,NA,Tamagotchi no Doki Doki Dream Omisecchi,2013,Namco Bandai Games,Simulation
10568,NA,Toushin Toshi,2014,imageepoch Inc.,Role-Playing
10569,69404,Suujin Taisen,2007,Nintendo,Strategy
10570,5817,Driv3r,2005,Atari,Racing
10571,38456,Street Supremacy,2005,Konami Digital Entertainment,Racing
10572,21234,Combat Mission: Shock Force,2007,Paradox Interactive,Strategy
10573,24146,Rome: Total War - Gold Edition,2006,Sega,Strategy
10574,100236,House M.D.,2010,Mindscape,Adventure
10575,5511,Mystery Case Files: Ravenhearst,2007,Focus Home Interactive,Puzzle
10576,NA,YoKai Watch Dance: Just Dance Special Version,2015,Level 5,Misc
10577,NA,Jig-A-Pix: Wild World,2009,Zushi Games,Puzzle
10578,206280,Best Friends Tonight,2010,Ubisoft,Misc
10579,6835,Beyond the Labyrinth,NA,Unknown,Role-Playing
10580,62837,Living Legends: Frozen Beauty,2014,Big Fish Games,Action
10581,NA,.hack: Sekai no Mukou ni + Versus,2012,Namco Bandai Games,Action
10582,152029,Sea Park Tycoon,2010,Foreign Media Games,Simulation
10583,3882,Disney Sports Soccer,2002,Konami Digital Entertainment,Sports
10584,NA,Cooking Mama 5: Bon Appetit!,2013,Office Create,Simulation
10585,NA,Mame Goma: Honobo no Nikki,2007,TDK Core,Simulation
10586,NA,Guitar Hero: World Tour,2009,Aspyr,Misc
10587,NA,Nancy Drew: Alibi In Ashes,2011,Her Interactive,Adventure
10588,22574,Ultimate Block Party,2004,505 Games,Puzzle
10589,NA,Disney's Hide & Sneak,2003,Capcom,Action
10590,NA,Nobunaga no Yabou: Kakushin with Power-Up Kit,2008,Tecmo Koei,Strategy
10591,11696,Raw Danger!,2006,505 Games,Action
10592,200689,Arthur and the Invisibles,2007,Atari,Adventure
10593,20693,Flipper Critters,2007,Conspiracy Entertainment,Simulation
10594,NA,Medarot 9: Kabuto Ver. / Kuwagata Ver.,2015,Rocket Company,Role-Playing
10595,78298,Monster Rancher Hop-A-Bout,2000,Tecmo Koei,Action
10596,47903,Foto Showdown,2010,Unknown,Role-Playing
10597,66783,Custom Beat Battle: Draglade 2,2008,Namco Bandai Games,Fighting
10598,NA,Gotouchi Kenkei DS,2006,Spike,Misc
10599,NA,Bikkuriman Daijiten,NA,N/A,Misc
10600,NA,Accel World: Ginyoku no Kakusei,2012,Namco Bandai Games,Adventure
10601,92708,Elf Bowling 1 & 2,2005,Ignition Entertainment,Sports
10602,9854,Men of War,2009,505 Games,Strategy
10603,21299,Toy Shop,2008,Majesco Entertainment,Simulation
10604,11217,Metroid Prime: Federation Force,2016,Nintendo,Action
10605,NA,GunGriffon: Allied Strike,2004,Microsoft Game Studios,Simulation
10606,124110,Vitamin X Evolution,2008,D3Publisher,Adventure
10607,NA,Saru! Get You! SaruSaru Daisakusen,2007,Sony Computer Entertainment,Platform
10608,15556,Sonic Boom: Fire & Ice,2016,Sega,Platform
10609,49194,The Flintstones: Big Trouble in Bedrock,2001,Swing! Entertainment,Platform
10610,NA,Hallowed Legends: Samhain,2011,Focus Home Interactive,Adventure
10611,6654,Captain Morgane and the Golden Turtle,2012,Reef Entertainment,Adventure
10612,NA,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,2010,Kamui,Misc
10613,9748,Silverlicious,2012,N/A,Action
10614,2043,Majesty 2: The Fantasy Kingdom Sim,NA,Unknown,Simulation
10615,NA,Gakusen Toshi Asterisk Festa: Houka Kenran,2016,Namco Bandai Games,Fighting
10616,NA,BeatMania IIDX 14 Gold,2008,Konami Digital Entertainment,Simulation
10617,NA,PopCap Arcade Vol 2,2009,PopCap Games,Misc
10618,221576,Toriko: Ultimate Survival,2013,Namco Bandai Games,Action
10619,NA,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,1996,ASK,Misc
10620,69973,Vegas Casino,2007,Neko Entertainment,Misc
10621,57675,Madou Monogatari,1998,Compile,Role-Playing
10622,15915,Biker Mice From Mars,2007,Game Factory,Racing
10623,NA,Smart Girl's Winter Wonderland,2008,UFO Interactive,Misc
10624,6206,Tork: Prehistoric Punk,2005,Microsoft Game Studios,Platform
10625,NA,Togainu no Chi: True Blood,2008,Kadokawa Shoten,Adventure
10626,143385,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,2012,D3Publisher,Adventure
10627,49307,Chicken Shoot 2,2005,Zoo Digital Publishing,Adventure
10628,96492,Neverwinter Nights,2002,Atari,Role-Playing
10629,52929,East India Company Collection,2010,Paradox Interactive,Misc
10630,177076,Battle vs. Chess,2011,TopWare Interactive,Misc
10631,7144,The Inner World,2013,Headup Games,Adventure
10632,NA,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,2008,Hackberry,Misc
10633,56893,Underground Pool,2007,UFO Interactive,Sports
10634,NA,Classic Dungeon: Fuyoku no Masoujin,2010,Nippon Ichi Software,Role-Playing
10635,27888,Alter Ego,1985,Activision,Simulation
10636,63409,Rampo,1995,Sega,Adventure
10637,47973,River City Super Sports Challenge,2010,Arc System Works,Sports
10638,80031,My Pet Shop,2008,Square Enix,Simulation
10639,6769,Exstetra,2013,FuRyu,Role-Playing
10640,NA,Konami Classics Series: Arcade Hits,2007,Konami Digital Entertainment,Misc
10641,130390,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,2010,Konami Digital Entertainment,Simulation
10642,NA,SingStar Chartbreaker,2009,Sony Computer Entertainment,Misc
10643,NA,Hiiro no Kakera 2: Hisui no Shizuku,2007,Idea Factory,Adventure
10644,NA,Sorcery Saga: The Curse of the Great Curry God,2013,Rising Star Games,Role-Playing
10645,NA,SingStar Fussballhits,2010,Sony Computer Entertainment,Misc
10646,NA,A Good Librarian Like a Good Shepherd: Library Party,2015,Kaga Create,Action
10647,20560,Dance Factory,2006,Codemasters,Action
10648,6839,LEGO Legends of Chima: Laval's Journey,2013,Unknown,Adventure
10649,80465,Montessori Music,2008,Oxygen Interactive,Misc
10650,8021,Totally Spies!,2005,Atari,Platform
10651,49001,DragonHeart: Fire & Steel,1996,Acclaim Entertainment,Action
10652,37902,Nishijin Pachinko Monogatari 2,1996,KSS,Misc
10653,NA,Chaos;Head - Love Chu*Chu!,2010,5pb,Adventure
10654,185710,Gal Gun: Double Peace,2015,PQube,Action
10655,177578,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,2015,Namco Bandai Games,Action
10656,10944,The Legend of Heroes III: Song of the Ocean,2006,Namco Bandai Games,Role-Playing
10657,24284,Dungeon Maker: Hunting Ground,2006,Global A Entertainment,Role-Playing
10658,NA,Mushihimesama Futari Ver 1.5,2009,Cave,Shooter
10659,23094,Pocket Fighter,1998,Capcom,Fighting
10660,10201,Lock On: Modern Air Combat,2003,Ubisoft,Simulation
10661,NA,Toaru Majutsu no Kagaku no Ensemble,2013,Namco Bandai Games,Adventure
10662,5642,Guilty Gear XX Accent Core Plus,2009,PQube,Fighting
10663,NA,Super Meat Boy: Ultra Edition!,2011,Unknown,Platform
10664,45991,Brothers Conflict: Brilliant Blue,2013,Idea Factory,Adventure
10665,80747,Hajime no Ippo: The Fighting!,2014,Namco Bandai Games,Sports
10666,NA,Eyeshield 21: Field Saikyou no Senshi Tachi,2007,Nintendo,Role-Playing
10667,25172,Fullmetal Alchemist: Brotherhood,NA,Unknown,Action
10668,NA,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,2008,Marvelous Interactive,Adventure
10669,NA,Medabots 9: Metabee / Rokusho,2015,Rocket Company,Role-Playing
10670,21475,Doodle Hex,2008,Pinnacle,Puzzle
10671,750,Homeworld 2,2003,Vivendi Games,Strategy
10672,NA,Hakuoki Zuisouroku Omokage Hana,2015,Idea Factory,Action
10673,15894,Hearts of Iron IV,2016,Paradox Interactive,Strategy
10674,NA,thinkSMART FAMILY!,2010,Conspiracy Entertainment,Misc
10675,56704,Last Escort: Club Katze,2010,D3Publisher,Adventure
10676,NA,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,2010,Yeti,Adventure
10677,NA,Otometeki Koi Kakumei * Love Revo,2006,Interchannel,Adventure
10678,NA,Phantasy Star Online 2 Episode 4: Deluxe Package,2017,Sega,Role-Playing
10679,113890,Timmy Time,2011,Avanquest,Action
